log_loss,mstd,params
-0.6931426252446785,1.5320933606240503e-08,"{'criterion': 'entropy', 'max_features': 0.47000000000000003, 'min_samples_split': 0.7000000000000001, 'n_estimators': 331.0}"
-0.6931426164090222,1.4454899378763462e-08,"{'criterion': 'gini', 'max_features': 0.32, 'min_samples_split': 0.72, 'n_estimators': 438.0}"
-0.6931426131513054,1.4420190520014243e-08,"{'criterion': 'gini', 'max_features': 0.9, 'min_samples_split': 0.8200000000000001, 'n_estimators': 759.0}"
-0.6931426112131733,1.3632606783934888e-08,"{'criterion': 'entropy', 'max_features': 0.56, 'min_samples_split': 0.87, 'n_estimators': 402.0}"
-0.6035232143791498,0.0010350531545268425,"{'criterion': 'gini', 'max_features': 0.2, 'min_samples_split': 0.56, 'n_estimators': 596.0}"
-0.6016431737423217,0.0012202042937837722,"{'criterion': 'entropy', 'max_features': 0.22, 'min_samples_split': 0.52, 'n_estimators': 348.0}"
-0.593237433052136,0.001516193027668177,"{'criterion': 'gini', 'max_features': 0.37, 'min_samples_split': 0.59, 'n_estimators': 503.0}"
-0.592545575890597,0.0015720117913088048,"{'criterion': 'entropy', 'max_features': 0.35000000000000003, 'min_samples_split': 0.61, 'n_estimators': 1645.0}"
-0.591696317217489,0.002410303328716845,"{'criterion': 'entropy', 'max_features': 0.81, 'min_samples_split': 0.54, 'n_estimators': 819.0}"
-0.5915889972729239,0.002175533068016385,"{'criterion': 'gini', 'max_features': 0.68, 'min_samples_split': 0.5700000000000001, 'n_estimators': 1531.0}"
-0.5859376893616906,0.0018243140976743708,"{'criterion': 'entropy', 'max_features': 0.34, 'min_samples_split': 0.41000000000000003, 'n_estimators': 1261.0}"
-0.5717846241774716,0.0018461932835679717,"{'criterion': 'gini', 'max_features': 0.35000000000000003, 'min_samples_split': 0.29, 'n_estimators': 1158.0}"
-0.5717629763084794,0.002120458397948387,"{'criterion': 'entropy', 'max_features': 0.71, 'min_samples_split': 0.28, 'n_estimators': 599.0}"
-0.5711215849702127,0.002092837134540815,"{'criterion': 'entropy', 'max_features': 0.63, 'min_samples_split': 0.27, 'n_estimators': 867.0}"
-0.5704776916406913,0.0019969753756378227,"{'criterion': 'entropy', 'max_features': 0.52, 'min_samples_split': 0.31, 'n_estimators': 1157.0}"
-0.5688027097581473,0.0024245470765860613,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 0.26, 'n_estimators': 1561.0}"
-0.5656334083791295,0.0017788979832518322,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 0.25, 'n_estimators': 1284.0}"
-0.5577804198981992,0.0020927164966261535,"{'criterion': 'entropy', 'max_features': 0.6900000000000001, 'min_samples_split': 0.2, 'n_estimators': 651.0}"
-0.5440110962774857,0.0023768992361853417,"{'criterion': 'entropy', 'max_features': 0.78, 'min_samples_split': 0.06, 'n_estimators': 550.0}"
-0.5435913920004787,0.002378298398322332,"{'criterion': 'gini', 'max_features': 0.97, 'min_samples_split': 0.05, 'n_estimators': 55.0}"
-0.5426709101992583,0.002413843493861308,"{'criterion': 'gini', 'max_features': 0.8300000000000001, 'min_samples_split': 0.04, 'n_estimators': 1435.0}"
-0.5402912067738416,0.002535196322628743,"{'criterion': 'gini', 'max_features': 0.8, 'min_samples_split': 0.01, 'n_estimators': 75.0}"
