log_loss,auc,mstd,rounds,params
0.5381435714285714,0.8039612857142858,0.030930862076486203,821,"{'colsample_bytree': 0.89, 'eta': 0.007, 'gamma': 0.126, 'max_depth': 5, 'min_child_weight': 90.80000000000001, 'reg_lambda': 0.73, 'subsample': 0.73}"
0.5381520000000001,0.8039629999999999,0.03025602041321041,825,"{'colsample_bytree': 0.84, 'eta': 0.0074, 'gamma': 0.159, 'max_depth': 5, 'min_child_weight': 85.5, 'reg_lambda': 0.75, 'subsample': 0.72}"
0.5381614285714286,0.8039274285714286,0.030432099170804153,846,"{'colsample_bytree': 0.88, 'eta': 0.0071, 'gamma': 0.059000000000000004, 'max_depth': 5, 'min_child_weight': 83.7, 'reg_lambda': 0.78, 'subsample': 0.67}"
0.538169,0.8039325714285716,0.0301154449262466,733,"{'colsample_bytree': 0.87, 'eta': 0.008400000000000001, 'gamma': 0.11900000000000001, 'max_depth': 5, 'min_child_weight': 77.0, 'reg_lambda': 0.76, 'subsample': 0.64}"
0.5381705714285714,0.8039477142857143,0.030615307209544813,797,"{'colsample_bytree': 0.9500000000000001, 'eta': 0.0074, 'gamma': 0.109, 'max_depth': 5, 'min_child_weight': 62.6, 'reg_lambda': 0.73, 'subsample': 0.7000000000000001}"
0.5381754285714286,0.8039322857142858,0.030148971273532787,860,"{'colsample_bytree': 0.78, 'eta': 0.007200000000000001, 'gamma': 0.125, 'max_depth': 5, 'min_child_weight': 98.60000000000001, 'reg_lambda': 0.77, 'subsample': 0.72}"
0.5381828571428572,0.8039148571428572,0.029659956937307524,782,"{'colsample_bytree': 0.87, 'eta': 0.0082, 'gamma': 0.11900000000000001, 'max_depth': 5, 'min_child_weight': 78.0, 'reg_lambda': 0.74, 'subsample': 0.63}"
0.5381854285714286,0.8039057142857144,0.030836190697572433,1118,"{'colsample_bytree': 0.96, 'eta': 0.005200000000000001, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 50.1, 'reg_lambda': 0.79, 'subsample': 0.71}"
0.5381857142857143,0.8039287142857143,0.030926095834133114,1069,"{'colsample_bytree': 0.93, 'eta': 0.0054, 'gamma': 0.058, 'max_depth': 5, 'min_child_weight': 99.9, 'reg_lambda': 0.81, 'subsample': 0.73}"
0.5381858571428572,0.8039281428571429,0.030352405112951352,797,"{'colsample_bytree': 0.8200000000000001, 'eta': 0.0076, 'gamma': 0.112, 'max_depth': 5, 'min_child_weight': 81.9, 'reg_lambda': 0.8200000000000001, 'subsample': 0.64}"
0.5381935714285714,0.8038907142857141,0.03097655201524585,957,"{'colsample_bytree': 0.9, 'eta': 0.006, 'gamma': 0.131, 'max_depth': 5, 'min_child_weight': 74.10000000000001, 'reg_lambda': 0.78, 'subsample': 0.63}"
0.5381937142857143,0.8039344285714286,0.02987771909733914,739,"{'colsample_bytree': 0.9, 'eta': 0.0085, 'gamma': 0.153, 'max_depth': 5, 'min_child_weight': 81.4, 'reg_lambda': 0.76, 'subsample': 0.73}"
0.5381945714285715,0.8039105714285714,0.030554620151983642,764,"{'colsample_bytree': 0.78, 'eta': 0.0078000000000000005, 'gamma': 0.106, 'max_depth': 5, 'min_child_weight': 98.0, 'reg_lambda': 0.77, 'subsample': 0.68}"
0.5381955714285714,0.8039139999999999,0.031165564964011273,881,"{'colsample_bytree': 0.85, 'eta': 0.0064, 'gamma': 0.048, 'max_depth': 5, 'min_child_weight': 53.800000000000004, 'reg_lambda': 0.71, 'subsample': 0.6900000000000001}"
0.5381972857142857,0.8039038571428572,0.029809661427791047,680,"{'colsample_bytree': 0.81, 'eta': 0.009300000000000001, 'gamma': 0.013000000000000001, 'max_depth': 5, 'min_child_weight': 69.10000000000001, 'reg_lambda': 0.75, 'subsample': 0.56}"
0.5381977142857143,0.8039067142857143,0.0313807604100103,893,"{'colsample_bytree': 0.85, 'eta': 0.006200000000000001, 'gamma': 0.07, 'max_depth': 5, 'min_child_weight': 86.30000000000001, 'reg_lambda': 0.77, 'subsample': 0.67}"
0.5381985714285714,0.8039025714285716,0.030129800655762908,773,"{'colsample_bytree': 0.75, 'eta': 0.008, 'gamma': 0.145, 'max_depth': 5, 'min_child_weight': 93.4, 'reg_lambda': 0.74, 'subsample': 0.76}"
0.5381987142857142,0.8039064285714286,0.031105848791496846,764,"{'colsample_bytree': 0.85, 'eta': 0.0074, 'gamma': 0.11, 'max_depth': 5, 'min_child_weight': 89.4, 'reg_lambda': 0.84, 'subsample': 0.71}"
0.5381987142857143,0.803905,0.030315088016992474,1149,"{'colsample_bytree': 0.97, 'eta': 0.0053, 'gamma': 0.0, 'max_depth': 5, 'min_child_weight': 67.2, 'reg_lambda': 0.77, 'subsample': 0.7000000000000001}"
0.5381999999999999,0.8039248571428573,0.030360090309738928,827,"{'colsample_bytree': 0.88, 'eta': 0.0073, 'gamma': 0.037, 'max_depth': 5, 'min_child_weight': 73.5, 'reg_lambda': 0.75, 'subsample': 0.66}"
0.5382015714285715,0.8039084285714286,0.031006403232665538,1340,"{'colsample_bytree': 0.8200000000000001, 'eta': 0.0043, 'gamma': 0.048, 'max_depth': 5, 'min_child_weight': 80.80000000000001, 'reg_lambda': 0.85, 'subsample': 0.76}"
0.538203,0.8039152857142857,0.029944555493659458,693,"{'colsample_bytree': 0.88, 'eta': 0.009000000000000001, 'gamma': 0.115, 'max_depth': 5, 'min_child_weight': 86.5, 'reg_lambda': 0.85, 'subsample': 0.65}"
0.5382074285714286,0.8038991428571428,0.031023295749623342,795,"{'colsample_bytree': 0.75, 'eta': 0.007200000000000001, 'gamma': 0.126, 'max_depth': 5, 'min_child_weight': 87.5, 'reg_lambda': 0.77, 'subsample': 0.72}"
0.5382077142857142,0.803906857142857,0.030420278174622905,1098,"{'colsample_bytree': 0.87, 'eta': 0.0055000000000000005, 'gamma': 0.106, 'max_depth': 5, 'min_child_weight': 95.30000000000001, 'reg_lambda': 0.8, 'subsample': 0.65}"
0.5382087142857143,0.8039322857142858,0.029835731927861868,1064,"{'colsample_bytree': 0.77, 'eta': 0.006, 'gamma': 0.073, 'max_depth': 5, 'min_child_weight': 94.2, 'reg_lambda': 0.8, 'subsample': 0.71}"
0.5382132857142857,0.8039017142857141,0.03069459894875269,780,"{'colsample_bytree': 0.92, 'eta': 0.007500000000000001, 'gamma': 0.077, 'max_depth': 5, 'min_child_weight': 65.9, 'reg_lambda': 0.75, 'subsample': 0.75}"
