log_loss,mstd,rounds,params
0.5381904285714286,0.030758015333725144,620,"{'eta': 0.009420514025241, 'colsample_bytree': 0.8572630330999834, 'max_depth': 5, 'gamma': 0.047165158458927006, 'min_child_weight': 26.365322509932433, 'reg_lambda': 0.7900564066182291, 'subsample': 0.5757902093965576}"
0.5382228571428571,0.030334133731280716,559,"{'eta': 0.010804048308415474, 'colsample_bytree': 0.8454869615818112, 'max_depth': 5, 'gamma': 0.08645899817813536, 'min_child_weight': 21.92331452549159, 'reg_lambda': 0.7832325379384827, 'subsample': 0.5763362672172597}"
0.5382278571428571,0.03050129170111017,592,"{'eta': 0.010074038894830994, 'colsample_bytree': 0.8514935294423166, 'max_depth': 5, 'gamma': 0.08361088014234005, 'min_child_weight': 26.15032343702914, 'reg_lambda': 0.7898539648782837, 'subsample': 0.5564379208595831}"
0.5382495714285714,0.03128312117404097,3976,"{'eta': 0.0014312098883044588, 'colsample_bytree': 0.835107094544446, 'max_depth': 5, 'gamma': 0.09057562087716813, 'min_child_weight': 29.131163727830845, 'reg_lambda': 0.7639395331624489, 'subsample': 0.5462526108971049}"
0.5382701428571429,0.03032821443130039,605,"{'eta': 0.009949460438660346, 'colsample_bytree': 0.9065202327811793, 'max_depth': 5, 'gamma': 0.07656095194709088, 'min_child_weight': 22.70653376303198, 'reg_lambda': 0.647603065795395, 'subsample': 0.5771098300423627}"
0.5382817142857143,0.030843143611298696,947,"{'eta': 0.00614110518560145, 'colsample_bytree': 0.8776582100403165, 'max_depth': 5, 'gamma': 0.09110183738161423, 'min_child_weight': 25.138399413470964, 'reg_lambda': 0.79900929449406, 'subsample': 0.5568410271949764}"
0.5382888571428571,0.03038641132588123,1640,"{'eta': 0.0037152018816546486, 'colsample_bytree': 0.8786772034936822, 'max_depth': 5, 'gamma': 0.09341232077862986, 'min_child_weight': 23.748558187207347, 'reg_lambda': 0.7735247468291173, 'subsample': 0.5702058065619735}"
0.5382925714285715,0.029554963861507744,685,"{'eta': 0.009432200595656973, 'colsample_bytree': 0.9017349171593615, 'max_depth': 5, 'gamma': 0.020269146125459544, 'min_child_weight': 26.159135521357427, 'reg_lambda': 0.7842015922104167, 'subsample': 0.5991843258115959}"
0.5382968571428571,0.03187220704380443,610,"{'eta': 0.008627534277424043, 'colsample_bytree': 0.8654827551151041, 'max_depth': 5, 'gamma': 0.08969533858889095, 'min_child_weight': 27.81087727263024, 'reg_lambda': 0.7753219915234776, 'subsample': 0.562177094430917}"
0.5383018571428572,0.030022919044618672,421,"{'eta': 0.014586327879120918, 'colsample_bytree': 0.8454365846597097, 'max_depth': 5, 'gamma': 0.07330765587405683, 'min_child_weight': 23.441728716515307, 'reg_lambda': 0.7827496029610237, 'subsample': 0.5973042529809837}"
0.5383049999999999,0.030038994168091884,755,"{'eta': 0.008262386997101795, 'colsample_bytree': 0.8190602356322019, 'max_depth': 5, 'gamma': 0.0617839752466673, 'min_child_weight': 23.715082305665835, 'reg_lambda': 0.7640911716874839, 'subsample': 0.5016288180485818}"
0.5383068571428572,0.03105256272624584,971,"{'eta': 0.005877398804686989, 'colsample_bytree': 0.8756707539031505, 'max_depth': 5, 'gamma': 0.07072866864138977, 'min_child_weight': 23.033867852378936, 'reg_lambda': 0.7902808553822213, 'subsample': 0.559542643658711}"
0.5383082857142857,0.03144889556408757,1016,"{'eta': 0.005427316162168169, 'colsample_bytree': 0.8793921242995644, 'max_depth': 5, 'gamma': 0.08874048080017743, 'min_child_weight': 24.909715196368303, 'reg_lambda': 0.7962515733192783, 'subsample': 0.5848104029068446}"
0.5383132857142857,0.03069568452996644,471,"{'eta': 0.01225095286270063, 'colsample_bytree': 0.9510672923659651, 'max_depth': 5, 'gamma': 0.018987617449700168, 'min_child_weight': 29.93949940156216, 'reg_lambda': 0.7397287197798132, 'subsample': 0.5330866147759228}"
0.5383188571428572,0.030468473051509952,1306,"{'eta': 0.0046185719789401305, 'colsample_bytree': 0.8901886059007739, 'max_depth': 5, 'gamma': 0.04090534043883296, 'min_child_weight': 19.471450560274715, 'reg_lambda': 0.7660493694175418, 'subsample': 0.5647036051969868}"
0.5383232857142858,0.030264697082570693,705,"{'eta': 0.008573388944302596, 'colsample_bytree': 0.9757782399358835, 'max_depth': 5, 'gamma': 0.03611246457502897, 'min_child_weight': 24.21814851637624, 'reg_lambda': 0.7657808687619261, 'subsample': 0.37538511122271834}"
0.5383242857142857,0.03139659110712434,773,"{'eta': 0.007135847751536565, 'colsample_bytree': 0.8931543267152378, 'max_depth': 5, 'gamma': 0.09093136041294643, 'min_child_weight': 26.832503047560436, 'reg_lambda': 0.7891742720024575, 'subsample': 0.4979680579342298}"
0.5383255714285714,0.030218241155372368,436,"{'eta': 0.013866806856967584, 'colsample_bytree': 0.8494400012878872, 'max_depth': 5, 'gamma': 0.0662328584569214, 'min_child_weight': 26.380607692409665, 'reg_lambda': 0.746127483399165, 'subsample': 0.5211458783715318}"
0.5383304285714285,0.031176419182515545,1293,"{'eta': 0.004363316550556411, 'colsample_bytree': 0.9607716766518763, 'max_depth': 5, 'gamma': 0.003916754432482773, 'min_child_weight': 28.339293152248324, 'reg_lambda': 0.7040902211931883, 'subsample': 0.39190079051522275}"
0.538333,0.030224828797831057,1448,"{'eta': 0.004246934685346844, 'colsample_bytree': 0.91095995148453, 'max_depth': 5, 'gamma': 0.05345448990523762, 'min_child_weight': 26.741771300755847, 'reg_lambda': 0.7269676874492542, 'subsample': 0.5800191368278113}"
0.53834,0.030389102278838866,787,"{'eta': 0.00768504569421462, 'colsample_bytree': 0.8402082761926345, 'max_depth': 5, 'gamma': 0.09516007596666362, 'min_child_weight': 21.9666195433283, 'reg_lambda': 0.7669282237455601, 'subsample': 0.5107854119736078}"
0.5383404285714286,0.030532909839896132,278,"{'eta': 0.020753776826606687, 'colsample_bytree': 0.8339263500739634, 'max_depth': 5, 'gamma': 0.08076176766560293, 'min_child_weight': 24.694245829739913, 'reg_lambda': 0.7865517783164914, 'subsample': 0.5480594949538855}"
0.5383417142857143,0.03124133841038837,2857,"{'eta': 0.001976751397557818, 'colsample_bytree': 0.9813762488650865, 'max_depth': 5, 'gamma': 0.0633545578581917, 'min_child_weight': 26.83528048684086, 'reg_lambda': 0.7032711195245859, 'subsample': 0.4635612916516521}"
0.538342,0.031330531839887855,516,"{'eta': 0.01057723766647666, 'colsample_bytree': 0.9687780719144579, 'max_depth': 5, 'gamma': 0.03826590090949179, 'min_child_weight': 27.30025421815796, 'reg_lambda': 0.7548324280909404, 'subsample': 0.5672549330366393}"
0.538346,0.030350377295579108,592,"{'eta': 0.010186146363779423, 'colsample_bytree': 0.8512990552066277, 'max_depth': 5, 'gamma': 0.05052121460756325, 'min_child_weight': 15.279945959602305, 'reg_lambda': 0.7793081934490608, 'subsample': 0.5423521502818155}"
0.5383487142857143,0.03129121467559459,613,"{'eta': 0.009071340061772029, 'colsample_bytree': 0.8588487401644251, 'max_depth': 5, 'gamma': 0.07295114488503696, 'min_child_weight': 27.880439918756075, 'reg_lambda': 0.7750522007679883, 'subsample': 0.4497095251822722}"
0.5383495714285714,0.03160896670599203,868,"{'eta': 0.006244285491538804, 'colsample_bytree': 0.8723077915992177, 'max_depth': 5, 'gamma': 0.0997579407802274, 'min_child_weight': 24.31294693005741, 'reg_lambda': 0.7984714350569639, 'subsample': 0.5227846807147706}"
0.5383525714285715,0.03059811936173841,500,"{'eta': 0.011652922701000639, 'colsample_bytree': 0.9526029031844726, 'max_depth': 5, 'gamma': 0.04365788023375524, 'min_child_weight': 28.48526603580502, 'reg_lambda': 0.7106347780367808, 'subsample': 0.5430221966124426}"
0.5383557142857144,0.03100040944490514,595,"{'eta': 0.009577674410651132, 'colsample_bytree': 0.8307042776661605, 'max_depth': 5, 'gamma': 0.05584481976919647, 'min_child_weight': 29.407521178270727, 'reg_lambda': 0.7919411650010877, 'subsample': 0.40696070637907666}"
0.5383572857142858,0.02985663397925627,309,"{'eta': 0.019928808496501308, 'colsample_bytree': 0.8091916156733817, 'max_depth': 5, 'gamma': 0.097238335074171, 'min_child_weight': 27.02817413119835, 'reg_lambda': 0.741596614291592, 'subsample': 0.5485454573306717}"
0.5383632857142856,0.031334437660654246,494,"{'eta': 0.011141355262420457, 'colsample_bytree': 0.8353797639075808, 'max_depth': 5, 'gamma': 0.0847138104579917, 'min_child_weight': 25.695167440663532, 'reg_lambda': 0.7762746512265021, 'subsample': 0.5914051553665309}"
0.5383632857142857,0.03139787581100123,451,"{'eta': 0.01204319285163241, 'colsample_bytree': 0.9042330704917906, 'max_depth': 5, 'gamma': 0.003208947849840209, 'min_child_weight': 15.144570683592683, 'reg_lambda': 0.6710229462081571, 'subsample': 0.5897705164377753}"
0.5383642857142857,0.030532867421160497,308,"{'eta': 0.018618635581100634, 'colsample_bytree': 0.9938681099843848, 'max_depth': 5, 'gamma': 0.04884262353234511, 'min_child_weight': 22.903242732412938, 'reg_lambda': 0.7504540447034252, 'subsample': 0.5160731657666698}"
0.5383665714285714,0.03184997504177008,597,"{'eta': 0.008777780128878424, 'colsample_bytree': 0.9611680831163222, 'max_depth': 5, 'gamma': 0.0039678500148721384, 'min_child_weight': 29.53489684799218, 'reg_lambda': 0.6758666602831193, 'subsample': 0.4244599287896864}"
0.53837,0.031064531269548466,437,"{'eta': 0.012783836066805901, 'colsample_bytree': 0.8751232306957767, 'max_depth': 5, 'gamma': 0.06369341814335508, 'min_child_weight': 16.305287446752292, 'reg_lambda': 0.6898894877267018, 'subsample': 0.4331043494598775}"
0.5383712857142857,0.030736905223636746,805,"{'eta': 0.007232852677498625, 'colsample_bytree': 0.9331586247276409, 'max_depth': 5, 'gamma': 0.04184216306798252, 'min_child_weight': 22.577959198763313, 'reg_lambda': 0.7730884119906519, 'subsample': 0.3353204134808988}"
0.5383775714285713,0.031030555976181668,511,"{'eta': 0.011072781163165648, 'colsample_bytree': 0.837870244597802, 'max_depth': 5, 'gamma': 0.0864802209108156, 'min_child_weight': 22.221494160582733, 'reg_lambda': 0.7615604069310554, 'subsample': 0.5345922585214156}"
0.5383775714285715,0.03153811133980328,841,"{'eta': 0.0064806401779851745, 'colsample_bytree': 0.9057587140775585, 'max_depth': 5, 'gamma': 0.011268311349279234, 'min_child_weight': 28.088213146985247, 'reg_lambda': 0.7040668127071952, 'subsample': 0.38770025983996254}"
0.5383795714285714,0.030612841702758044,539,"{'eta': 0.010800801566207517, 'colsample_bytree': 0.9356468531346287, 'max_depth': 5, 'gamma': 0.03682867902732448, 'min_child_weight': 17.74739552860414, 'reg_lambda': 0.692391081876004, 'subsample': 0.39978344229807117}"
0.5383801428571429,0.031508957236669945,592,"{'eta': 0.009109656801398955, 'colsample_bytree': 0.978762488819596, 'max_depth': 5, 'gamma': 0.0366135768762402, 'min_child_weight': 23.913033130298608, 'reg_lambda': 0.763289984203381, 'subsample': 0.3666677690344025}"
0.5383882857142858,0.03065260668431654,921,"{'eta': 0.0063809312569914605, 'colsample_bytree': 0.9338264220930845, 'max_depth': 5, 'gamma': 0.029102981513552024, 'min_child_weight': 27.403373365574677, 'reg_lambda': 0.739052824980828, 'subsample': 0.44822351464165355}"
0.5383924285714285,0.030251533569184173,387,"{'eta': 0.015500968411638253, 'colsample_bytree': 0.8318382638203301, 'max_depth': 5, 'gamma': 0.08801102335330022, 'min_child_weight': 29.10724707306821, 'reg_lambda': 0.7812049525567187, 'subsample': 0.532085007478329}"
0.5383925714285714,0.02976847701905003,431,"{'eta': 0.014418781408726801, 'colsample_bytree': 0.9952040300103818, 'max_depth': 5, 'gamma': 0.008472123421654817, 'min_child_weight': 24.32622692077776, 'reg_lambda': 0.6781282582094506, 'subsample': 0.548917019787563}"
0.5383938571428571,0.0306679247691987,604,"{'eta': 0.00960975319375096, 'colsample_bytree': 0.9694204013615538, 'max_depth': 5, 'gamma': 0.01616582924903915, 'min_child_weight': 23.294734272315292, 'reg_lambda': 0.798508075756647, 'subsample': 0.5925755387533714}"
0.5383939999999999,0.030554664778668066,317,"{'eta': 0.018263869309304577, 'colsample_bytree': 0.8233186747156642, 'max_depth': 5, 'gamma': 0.0695205959081528, 'min_child_weight': 19.700278287021355, 'reg_lambda': 0.7526801770838764, 'subsample': 0.5790006602744614}"
0.5383957142857142,0.031066654536930197,539,"{'eta': 0.010366405813989765, 'colsample_bytree': 0.9628448555766983, 'max_depth': 5, 'gamma': 0.013768186731710952, 'min_child_weight': 15.747256907801512, 'reg_lambda': 0.7988757320629962, 'subsample': 0.5868700750460591}"
0.5383974285714286,0.03124974063518644,970,"{'eta': 0.005757277108908854, 'colsample_bytree': 0.925517953403262, 'max_depth': 5, 'gamma': 0.005957718213003053, 'min_child_weight': 24.74255639253905, 'reg_lambda': 0.784194509878503, 'subsample': 0.35611759491190725}"
0.538399,0.030517117896684934,902,"{'eta': 0.006580511977418964, 'colsample_bytree': 0.9993003729811373, 'max_depth': 5, 'gamma': 0.03233844780457647, 'min_child_weight': 15.54351824684202, 'reg_lambda': 0.7929713118039913, 'subsample': 0.47029696665992693}"
0.5384035714285714,0.031151786603467277,456,"{'eta': 0.012275065464487728, 'colsample_bytree': 0.8007636611022098, 'max_depth': 5, 'gamma': 0.07796714372296354, 'min_child_weight': 18.633942855005444, 'reg_lambda': 0.7714191149479429, 'subsample': 0.48182555614382194}"
0.5384035714285715,0.031143057333911747,1123,"{'eta': 0.005065221482826109, 'colsample_bytree': 0.8476878219716232, 'max_depth': 5, 'gamma': 0.08187306765422532, 'min_child_weight': 18.14950131000314, 'reg_lambda': 0.741743841900692, 'subsample': 0.4440963716042064}"
0.5384071428571429,0.0310223384606906,313,"{'eta': 0.01765825234843123, 'colsample_bytree': 0.8716346097595906, 'max_depth': 5, 'gamma': 0.06158327527779951, 'min_child_weight': 20.54645021878524, 'reg_lambda': 0.7932728503148179, 'subsample': 0.46202230555348234}"
