log_loss,auc,mstd,rounds,params
0.538119,0.8039462857142857,0.030345116546481053,1364,"{'colsample_bytree': 0.77, 'eta': 0.0045000000000000005, 'gamma': 0.08700000000000001, 'max_depth': 5, 'min_child_weight': 49.400000000000006, 'reg_lambda': 0.87, 'subsample': 0.59}"
0.5381308571428571,0.8039221428571429,0.031069057118437424,2897,"{'colsample_bytree': 0.77, 'eta': 0.002, 'gamma': 0.098, 'max_depth': 5, 'min_child_weight': 49.7, 'reg_lambda': 0.89, 'subsample': 0.5700000000000001}"
0.5381342857142857,0.8039240000000001,0.030132708486660845,2087,"{'colsample_bytree': 0.81, 'eta': 0.003, 'gamma': 0.096, 'max_depth': 5, 'min_child_weight': 45.400000000000006, 'reg_lambda': 0.88, 'subsample': 0.5700000000000001}"
0.538139,0.8039160000000001,0.03053207359317599,3377,"{'colsample_bytree': 0.8, 'eta': 0.0018000000000000002, 'gamma': 0.098, 'max_depth': 5, 'min_child_weight': 49.400000000000006, 'reg_lambda': 0.89, 'subsample': 0.5700000000000001}"
0.53815,0.8039031428571428,0.030789278894543862,862,"{'colsample_bytree': 0.79, 'eta': 0.0068000000000000005, 'gamma': 0.061, 'max_depth': 5, 'min_child_weight': 27.3, 'reg_lambda': 0.74, 'subsample': 0.5}"
0.538153142857143,0.8039017142857142,0.03070063262446546,987,"{'colsample_bytree': 0.77, 'eta': 0.006, 'gamma': 0.066, 'max_depth': 5, 'min_child_weight': 47.800000000000004, 'reg_lambda': 0.89, 'subsample': 0.55}"
0.5381537142857142,0.8039061428571428,0.030945739303114016,899,"{'colsample_bytree': 0.9, 'eta': 0.0064, 'gamma': 0.065, 'max_depth': 5, 'min_child_weight': 47.5, 'reg_lambda': 0.89, 'subsample': 0.58}"
0.5381537142857143,0.8039442857142857,0.03029028977671189,824,"{'colsample_bytree': 0.81, 'eta': 0.0074, 'gamma': 0.109, 'max_depth': 5, 'min_child_weight': 42.1, 'reg_lambda': 0.88, 'subsample': 0.56}"
0.5381565714285714,0.8038997142857143,0.030390499389252902,2370,"{'colsample_bytree': 0.76, 'eta': 0.0026000000000000003, 'gamma': 0.12, 'max_depth': 5, 'min_child_weight': 45.300000000000004, 'reg_lambda': 0.9, 'subsample': 0.63}"
0.5381585714285715,0.8038965714285714,0.030928013517360145,2790,"{'colsample_bytree': 0.8, 'eta': 0.0021000000000000003, 'gamma': 0.1, 'max_depth': 5, 'min_child_weight': 49.800000000000004, 'reg_lambda': 0.89, 'subsample': 0.6}"
0.5381602857142856,0.8038735714285715,0.030185811098799666,1101,"{'colsample_bytree': 0.89, 'eta': 0.0056, 'gamma': 0.02, 'max_depth': 5, 'min_child_weight': 43.5, 'reg_lambda': 0.8200000000000001, 'subsample': 0.67}"
0.5381691428571428,0.8039014285714285,0.03063018455771778,2220,"{'colsample_bytree': 0.8200000000000001, 'eta': 0.0027, 'gamma': 0.076, 'max_depth': 5, 'min_child_weight': 40.2, 'reg_lambda': 0.88, 'subsample': 0.45}"
0.5381727142857143,0.8038935714285714,0.03143744357082633,1363,"{'colsample_bytree': 0.74, 'eta': 0.0041, 'gamma': 0.08700000000000001, 'max_depth': 5, 'min_child_weight': 47.6, 'reg_lambda': 0.89, 'subsample': 0.59}"
0.5381755714285714,0.8038921428571426,0.031106371035939606,1552,"{'colsample_bytree': 0.79, 'eta': 0.0037, 'gamma': 0.096, 'max_depth': 5, 'min_child_weight': 34.1, 'reg_lambda': 0.9, 'subsample': 0.56}"
0.5381758571428571,0.8039004285714286,0.030191993343159175,2019,"{'colsample_bytree': 0.73, 'eta': 0.0031000000000000003, 'gamma': 0.126, 'max_depth': 5, 'min_child_weight': 22.900000000000002, 'reg_lambda': 0.85, 'subsample': 0.55}"
0.538176,0.8038658571428572,0.031453924112616,4000,"{'colsample_bytree': 0.78, 'eta': 0.0014, 'gamma': 0.128, 'max_depth': 5, 'min_child_weight': 49.300000000000004, 'reg_lambda': 0.9, 'subsample': 0.65}"
0.5381788571428572,0.8038804285714285,0.030996049214302795,2646,"{'colsample_bytree': 0.78, 'eta': 0.0022, 'gamma': 0.116, 'max_depth': 5, 'min_child_weight': 35.1, 'reg_lambda': 0.87, 'subsample': 0.5}"
0.5381902857142857,0.8038821428571429,0.030721725690803846,1184,"{'colsample_bytree': 0.79, 'eta': 0.005, 'gamma': 0.10300000000000001, 'max_depth': 5, 'min_child_weight': 44.1, 'reg_lambda': 0.8300000000000001, 'subsample': 0.54}"
0.5381994285714286,0.8038301428571428,0.03065684850931228,499,"{'colsample_bytree': 0.67, 'eta': 0.0118, 'gamma': 0.068, 'max_depth': 5, 'min_child_weight': 25.3, 'reg_lambda': 0.88, 'subsample': 0.66}"
0.5381995714285714,0.8038795714285716,0.03104668115839506,1411,"{'colsample_bytree': 0.73, 'eta': 0.0041, 'gamma': 0.15, 'max_depth': 5, 'min_child_weight': 45.1, 'reg_lambda': 0.85, 'subsample': 0.62}"
0.5382,0.8038588571428571,0.03060551968999345,730,"{'colsample_bytree': 0.8200000000000001, 'eta': 0.0081, 'gamma': 0.061, 'max_depth': 5, 'min_child_weight': 48.400000000000006, 'reg_lambda': 0.87, 'subsample': 0.61}"
0.5382008571428571,0.8038395714285713,0.030642729813105004,3562,"{'colsample_bytree': 0.68, 'eta': 0.0017000000000000001, 'gamma': 0.054, 'max_depth': 5, 'min_child_weight': 32.7, 'reg_lambda': 0.88, 'subsample': 0.78}"
0.5382021428571429,0.803877,0.03088406915382702,987,"{'colsample_bytree': 0.77, 'eta': 0.0059, 'gamma': 0.064, 'max_depth': 5, 'min_child_weight': 44.7, 'reg_lambda': 0.88, 'subsample': 0.54}"
0.5382038571428571,0.8038871428571427,0.029978983022916243,4000,"{'colsample_bytree': 0.75, 'eta': 0.0016, 'gamma': 0.037, 'max_depth': 5, 'min_child_weight': 29.1, 'reg_lambda': 0.86, 'subsample': 0.38}"
0.5382042857142857,0.8038847142857143,0.03013624524393333,483,"{'colsample_bytree': 0.72, 'eta': 0.012700000000000001, 'gamma': 0.016, 'max_depth': 5, 'min_child_weight': 34.2, 'reg_lambda': 0.9, 'subsample': 0.39}"
0.5382055714285714,0.8038308571428573,0.030473976308604343,2752,"{'colsample_bytree': 0.9500000000000001, 'eta': 0.0022, 'gamma': 0.017, 'max_depth': 5, 'min_child_weight': 38.0, 'reg_lambda': 0.8200000000000001, 'subsample': 0.73}"
