log_loss,mstd,rounds,params
0.5386567142857144,0.032993812838865454,343,"{'eta': 0.0135, 'colsample_bytree': 0.854, 'reg_lambda': 0.782, 'min_child_weight': 30.700000000000003, 'max_depth': 6, 'subsample': 0.622, 'gamma': 0.14200000000000002}"
0.538672,0.030005958569299378,332,"{'eta': 0.018600000000000002, 'colsample_bytree': 0.795, 'reg_lambda': 0.789, 'min_child_weight': 24.0, 'max_depth': 4, 'subsample': 0.553, 'gamma': 0.058}"
0.5386785714285713,0.03294787804190715,598,"{'eta': 0.0079, 'colsample_bytree': 0.8210000000000001, 'reg_lambda': 0.8180000000000001, 'min_child_weight': 16.5, 'max_depth': 6, 'subsample': 0.432, 'gamma': 0.077}"
0.5386884285714286,0.028855058044053594,386,"{'eta': 0.0176, 'colsample_bytree': 0.9500000000000001, 'reg_lambda': 0.809, 'min_child_weight': 28.3, 'max_depth': 4, 'subsample': 0.41000000000000003, 'gamma': 0.056}"
0.5387122857142856,0.028206144690919,434,"{'eta': 0.016800000000000002, 'colsample_bytree': 0.847, 'reg_lambda': 0.867, 'min_child_weight': 19.400000000000002, 'max_depth': 4, 'subsample': 0.403, 'gamma': 0.064}"
0.5387845714285715,0.031880039860733414,1008,"{'eta': 0.0053, 'colsample_bytree': 0.885, 'reg_lambda': 0.751, 'min_child_weight': 30.400000000000002, 'max_depth': 4, 'subsample': 0.655, 'gamma': 0.005}"
0.5387897142857143,0.035477903777204764,4800,"{'eta': 0.0008, 'colsample_bytree': 0.788, 'reg_lambda': 0.744, 'min_child_weight': 31.6, 'max_depth': 5, 'subsample': 0.5670000000000001, 'gamma': 0.111}"
0.5389092857142858,0.032107952303199,348,"{'eta': 0.0146, 'colsample_bytree': 0.874, 'reg_lambda': 0.778, 'min_child_weight': 30.1, 'max_depth': 4, 'subsample': 0.647, 'gamma': 0.04}"
0.541531,0.03748374668906658,4800,"{'eta': 0.0006000000000000001, 'colsample_bytree': 0.8280000000000001, 'reg_lambda': 0.8300000000000001, 'min_child_weight': 24.3, 'max_depth': 4, 'subsample': 0.536, 'gamma': 0.07100000000000001}"
0.5419908571428572,0.03866319501584016,4800,"{'eta': 0.0005, 'colsample_bytree': 0.914, 'reg_lambda': 0.7030000000000001, 'min_child_weight': 26.200000000000003, 'max_depth': 5, 'subsample': 0.7000000000000001, 'gamma': 0.14200000000000002}"
0.5420392857142857,0.03870310334143872,4800,"{'eta': 0.0005, 'colsample_bytree': 0.834, 'reg_lambda': 0.796, 'min_child_weight': 17.8, 'max_depth': 5, 'subsample': 0.647, 'gamma': 0.095}"
